Date,Close,High,Low,Open,Volume
2015-03-30,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-03-31,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-04-01,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-04-02,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-04-03,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-04-07,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-04-08,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-04-09,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-04-10,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-04-13,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-04-14,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-04-15,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-04-16,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-04-17,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-04-20,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-04-21,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-04-22,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-04-23,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-04-24,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-04-27,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-04-28,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-04-29,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-04-30,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-05-04,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-05-05,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-05-06,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-05-07,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-05-08,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-05-11,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-05-12,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-05-13,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-05-14,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-05-15,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-05-18,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-05-19,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-05-20,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
